short_description
76,"NeTsense is claiming that with the removal of 370 35A from Kashmir, there will be a lot of trouble in growing crops in Punjab !!"
77,Boom found that the video is one of the 2019 ICC Cricket World Cup matches where some viewers in support of Khalistan
78,It is being claimed by social media users that Ahmed Patel's last visit is shown in the video.
79,Boom found that the video was 2017 when continuous rains affected many areas of Chennai in which Marina beach also
80,Boom received no such order issued by the Ministry of Home Affairs
81,"Talking to Boom, Bilkis Bano said that he has not yet participated in the farmer protest but soon he"
82,Boom found that the viral video shows the election campaign of the then Argentina President Marisio McR.
83,Boom discovered that viral video is actually a CGI clip
84,Boom found that this picture shared by many Congress leaders in the backdrop of Delhi Chalo protest is of 2018
85,It was made by two ed films of the United Kingdom in 2005.
86,"With viral video, it has been claimed that Delhi Police is putting people wearing people without masks for ten hours."
87,"With this video clip viral on social media, it has been claimed that you have never seen this Yogi form of Modi ji."
88,A viral post on social media claims that Russia has on weddings between Muslims and non-Muslims
89,ABP News Bulletin's screenshot using a braking news template and an unrelated photo of concerned Patra
90,Boom found that Bhagwat's name has been added separately under the statement and there is no report that confirms the viral statement
91,Boom found that this video belongs to a freight train at Raigad railway station in Chhattisgarh.
92,Boom found that the viral picture was taken in October 2019 when Ashok Gehlot celebrated Diwali
93,Boom spoke to the organizer of Hindu Jagrati Mandal and found that these slogans were raised during Ganpati immersion in Thane Maharashtra
94,Director General of Military Operations of the Indian Army said that the news of army action in Pakistan Akuupide Kashmir is fake.
95,"The viral video is of the historic Jamra seed Shaurya festival in Menar, Udaipur, Rajasthan in March 2020, in which people are of Holi"
96,Boom found that the video was shot in Western Java division of Indonesia where a four -year -old child Islamic prayer
97,Boom found that the viral video is August 4 2020 when the Chief Minister burnt crackers before the foundation stone of Ram temple in Ayodhya
98,Boom found that the video is 2019 when Chief Minister Gehlot Dungarpur tour of Syedi Fakhruddin Shaheed at Galiakot
99,Boom found that the viral picture was actually taken in 2018 when Tejshvi Yadav protested against the murder of a businessman
100,This video is being shared on Facebook and Twitter when an Islamic militant in France recently killed a school teacher
101,Boom found that the viral picture was accused of a separate alleged murder that took place in the same district in July
102,Boom found that the viral video is for the 2019 Lok Sabha elections in Faridabad when a polling agent voted illegally.
103,Boom found that pictures showing Ahmed Khan with the newly elected US President who Biden are 2015
104,"Boom found that by editing the original picture, the figure of Rohit Sharma and Mumbai Indians has been applied on the Burj Caliph."
105,America's electoral process is not over because media outlets have been election in Georgia Arizona and Alaska state
106,"It is being claimed with viral photos that after losing elections in Bihar, sweets were thrown in the Rashtriya Janata Dal office"
107,Boom found that these pictures going viral are old
108,Boom found that the video is of Naga sadhus for a royal bath during the Kumbh Mela held in Prayagraj in 2019.
109,Boom found that these pictures were taken during Tejashvi Yadav's visit to Geneva in August 2016.
110,The Boom of the boom said that the medical officer of Sinhawada PHC said that the first aid of the soldiers has been done and no one died.
111,Boom found that the viral video is of the election in Luberatsi city of Russia in 2018
112,Boom found that the name of the bird species is Andian Condor found injured in 2012 in Argentina 2014
113,Boom found no evidence that confirms the cancellation of the right to vote of Muslims in Denmark
114,"Boom found that the video is old, on 24 January 2019, a young man had a dispute over prayer in the flight, 'Allahu Akbar'"
115,"Boom found that the viral post claim is fake, the video is not from Gujarat but from Fatehabad district of Haryana."
116,Boom found that the picture was from January when three police personnel beat up an alleged phone thief in Deoria district of UP.
117,Boom found that the video was shot in Belgian Parliament in May 2015
118,Boom found that the viral video is from Al Ahsa of Saudi Arabia where the officials were destroying bad cheese
119,Boom found that he died in May last year due to hypertension and diabetes.
120,Dhurandhar cricketer rejected fake news by video message
121,Boom found that the claim of viral post is fake. The screenshot has been edited by Rana Job
122,"Boom found that the actual cartoon is from 2014, on which the word Shaheen Bagh is added separately."
123,Boom found that the claim of viral post is fake. Photos are not of Ram temple construction but of Kashi Vishwanath Corridor in Banaras
124,"Boom found that the claim of viral post is fake in the picture, not Pappu Shukla of Gujarat but Ismail of Yemen"
125,Boom found that the video was shot in Sana Yemen on 9 November 2019
126,"The rally belongs to Bahujan Samaj Party, but it has no concern with the recent Bihar elections."
127,Boom found that this video of 2017 is being made viral by connecting with recent political and communal activities.
128,Boom found that the incident took place in a cafe in Brazil on October 12 2020
129,Boom found that the viral video clip is eight years old video is not from France but from Turkey.
130,"BJP leaders, including many Indian news channels, misleading claims about Modi's slogan in Pakistan's Parliament on social media"
131,Boom found that the video was shot in September 2012 eight years ago in the performance of YS Yuke and in Khartaum Sudan and
132,Boom found that this rally was addressed by Modi in Patna on 3 March 2019
133,Boom found that the viral screenshot was cropped by an article by The Wire in a program of Smriti Irani JNU
134,"In the CCTV footage of the lift, a woman is shown brutally and looted by an unknown assailant video Malaysia"
135,Boom found that the photos are old and do not show the current status of Karachi
136,Boom found that the picture during Anti CAA Protest on 11 January 2020 during PM Modi's two -day visit to Kolkata
137,"Boom found that while #uninstallmyntra is viral on social media, Minyantra has not made this viral cartoon"
138,Boom found that the original placards show the Nigerians demonstrating against the controversial police unit SARS
139,Boom found that this video is from 2018 which is now going viral before the by-election in Madhya Pradesh.
140,Boom contacted the Kent Refugee Action Network which confirmed that this is a picture of one of his events which is 17 October
141,"Boom found that viral claim is fake picture, PM Modi's Kolkata rally in 2014"
142,Boom found that a total of four pictures of Shaheed-e-Azam Bhagat Singh have been found till date and the viral picture is not one of them.
143,Boom checked videos and pictures filmed at the opposition rally in Karachi and found that the tricolor was not waved there.
144,Boom found that the viral picture claims for fake viral picture is about one year old and is from Thailand.
145,Boom spoke to Maharashtra State CID who has confirmed that Sanjay Shinde of NCP never involved in this case
146,Boom found that the two -year -old video is from Zhang of Pakistan and the person seen in the video was arrested only then
147,"In the video, some people are stopping a road with stones and a man is asking the police help"
148,Bill Milinda Gates Foundation spokesperson has rejected this message going viral
149,Boom found that the viral video is from January 2018 when Nitish Kumar went to address a public meeting in Buxar.
150,"Boom found that the video is claimed for viral video, the video is not of Bihar but in Dhar district of Madhya Pradesh, 2018 civic elections"
151,"Boom found that the claim of viral post is fake, Shahi Imam Ahmed Bukhari causes the viral claim to fuck"
152,"Talking to Boom, NEET Topper Akanksha Singh's father has described this disputed tweet and Twitter handle as fake"
153,Boom found that both the woman and her husband are Hindus and there is no communal angle in this incident.
154,Boom did not get any such list released by Forbes
155,Boom found that this police shooting video is actually a mock drill held by Jharkhand Police in 2017.
156,Boom found that this photo was taken on 12 December 2013 when Mexican leaders were opposing a bill and not against corruption
157,"Boom found that the claim of viral post is fake, the incident is not from Uttar Pradesh but from Kolar district of Karnataka."
158,"Boom found that the woman seen in the picture is Pratibha Borkar, the social media in -charge of Goa Congress"
159,"This photo is of an anti -discrimination campaign in 2012, which was now used to spread communal fake information by photoshopping"
160,Boom contacted the Hathras victim's brother who confirmed that the woman seen in the picture is her mother
161,Boom found that this photo is a demonstration of Delhi Police on 5 November 2019 in which he is demanding justice.
162,"Boom found several news reports in which it was told that this incident is from Dhaka, the capital of Bangladesh."
163,Boom found that the claim of viral post is fake. This case of domestic violence is not of Kerala but from Bangladesh.
164,"Boom found that in the viral picture, there is Alexander Khan, which Satna Police Madhya Pradesh on charges of sexually abusing a minor"
165,Viral claim is fake video is from October 2016 when TMC workers allegedly attacked BJP leader Subrata Mishra
166,"The boom was rejected by the Amritsar Rural Police, dismissing the viral claim that the woman soldier died in a road accident."
167,Boom spoke to artist Janani Kurey who told that the viral picture is his and it is not related to Hathras gang rape.
168,Boom found that the viral picture is not the Atal Tunnel but the Devils Slide Tunnel of California
169,Boom found that the person seen in the video is AAP party leader Ajay Dutt with which Delhi Police had pushed
170,Boom found that the female marketing and e-commerce company seen in the video is the Associate of the Hyderabad office of Safe Shop India.
171,Boom found that this statement has been added separately to Aaj Tak's bulletin
172,"Boom found that in the viral picture, Aditya is not Pancholi but API posted at Bandra Police Station is Avinash Nadavinkeri."
173,Boom found that viral pictures of BJP Yuva Morcha Vice President Shyam Prakash Dwivedi in Kashi province
174,Boom found that viral post is taken from an article published in a satirical website in 2018
175,Boom found that there are no funeral scenes in the actual photo
176,"Boom found that the video was shot in Srinagar in 2006, which has Fayaz Bukhari Reporter"
177,The viral clip is in October 2016 when BJP leader Subrata Mishra was allegedly attacked by TMC workers.
178,Boom found that the clip was from October 2019 when a cruise liner left from Greece's narrow Corinth Canal.
179,"Boom found that viral claim is fake, the picture being shared with Pradeep is that of Pakistani actress and not Laden's daughter"
180,Boom found that a separate slogan has been written on a two -year -old picture.
181,Boom spoke to the victim's family and said that he does not recognize the girl seen in the viral picture
182,Boom spoke by a protester injured in the VT Balaram demonstration. He said that the picture is not of the farmer.
183,Boom found that the video is about four years old and the recently passed farmer is not related to the ongoing protest against the bills.
184,Boom examined all viral videos and photos and found that they show different incidents
185,Boom found that BJP fielded its candidate in 2014 and 2019 Lok Sabha and Assembly elections in Kangana constituency.
186,Boom found that the incident was from Prakasham district of Andhra Pradesh when a girl was abused by her ex boyfriend.
187,Boom found that Gandhi's name was included in a list in the Hafington Post article but was later removed and removed.
188,Boom found that Indian military line of control has been added by editing background in the viral picture
189,Boom found that Rakhi Sawant took the picture as part of the shooting of the issue of 370 J&C.
190,"This silo was built in Moga district of Punjab in the year 2007, as a company's chief officer told Boom"
191,Boom found that the vote for MIM written on Shahrukh's t -shirt in the viral post has been added by photoshopping
192,Viral pictures are protesting against assistant teacher recruitment in 2018 in Lucknow and not to demand job by youth
193,"Boom found that this video going viral is two years old, which has nothing to do with the recent political scenario."
194,Boom found that the viral picture is old and viral posts are misleading claims
195,Boom found that one of his speeches in Mumbai last year was distorted by distorting.
196,"Boom found that in the viral video, claiming that in Chauhan's rally, people raised slogans of Kamal Nath's name."
197,University of Burn told Boom that this is a fake letter
198,"Boom found that the viral picture was demonstrated in Sikar, Rajasthan in 2017"
199,Boom found that the viral picture was performed by Haryana Roadways employees in October 2018
200,Boom found that the picture of Dr. Bhim Rao Ambedkar and his wife has been added separately on the photo of the bus.
201,Boom discovered that this advertisement was made by Amul in the year 1995
202,Boom found that some Shiv Sena people last December gave a person to a person against Chief Minister Uddhav Thackeray
203,Boom found that the claim of viral video is fake. Youth Congress had beaten the bank manager on charges of delaying farmer loan.
204,"Boom found that the viral screenshot is fake, no Uttar Pradesh government official has confirmed this."
205,Boom found that the mosque is actually from Katra Bazar Sagar Madhya Pradesh and not Mumbai
206,Patra reiterated the claim of Special Public Prosecutor Ujjwal Nikam who gave the state to the state in 26/11 Mumbai attack case
207,The video of this two -year -old protest is being viral with capses that re -misleading.
208,Boom found that the viral claims are fake because no such incident has happened recently
209,The picture is viral with the claim that the person seen in it is underworld don Abu Salem
210,"Boom found that the claim of viral post is fake, the woman seen in the picture is alive, the corpse found in the suitcase of an unknown woman"
211,Two screenshots are viral which are making fake claims regarding the opening of Kangana Ranaut and school and colleges.
212,Boom contacted Laxman Bhadarge who told us that he was in the video and was shot in November last year
213,It is being claimed with the picture that all three are from the same family
214,Boom found that this handle was fake which is no longer in existence
215,Boom found that this is a picture of joint exercise organized by China and India which was taken in Ladakh in October 2016
216,"Boom found that this handle was earlier in the name of @wewantrahul, who has tweeted in support of Congress."
217,Boom found that Indian media channels ran the news with wrong claims without checking the truth of viral video in Twitter.
218,Boom found that the video is from the Kangsiva cemetery which was made for soldiers killed in the 1962 Indo-China war.
219,Boom found that @thacKerayoff is a fake handle made in the name of Raj Thackeray
220,Boom found that it is the collector of Bhupalpalli district and not the judge
221,Boom found that the viral message is similar to the warning issued by the South African Government in 2017
222,"According to the United Arab Emirates government, this explosion was caused by gas leakage"
223,The Buldhana police told the boom that the viral picture is of a school student made for a day on the occasion of Women's Day.
224,Boom spoke to the local police and the temple priest who has denied the matter to be communal
225,Boom spoke to the photographer who took the picture who told that the picture is five years old
226,Boom found that all four pictures were old which were taken in 2019 or earlier
227,Boom found that Times of India and News18 shared the same video with fake claims later News18 removed the clip
228,Boom found that the viral picture is old in which Amit Shah's photo has been edited and applied.
229,Boom discovered the truth of this viral video by talking to a person coming back from death in the video
230,"Boom found that Gunjan Saxena The Kargil Girl's film in the film, retired female helicopter pilot Gunjan"
231,"Boom found that this screenshot of News18, which is claiming fake claim, has been edited"
232,Boom found that this picture of about four years old is from a newly married couple who are from Mandya in Karnataka
233,"Boom investigated viral posts on social media, claiming that this devastating flood is engulfing China"
234,Boom found that the video was shot in New York and claims that connect it to Riya are fake
235,Boom found that the protest was organized by a right -wing political party on 13 September 2017 in Dhaka.
236,"Boom found that in the picture, there are Indian Ambassador Sangeeta Bahadur in Belarus, who are being made viral as Aankhi Das."
237,Boom found that pictures have been available on the Internet at least 2011 and some of these are also on Narendra Modi's official website.
238,Boom found that both the victim and the accused are Muslims and the incident is from Bangladesh
239,This fake interview states that Aamir Khan says that his children will follow Islam only.
240,Boom found that this advertisement was released in March 2020. At that time it was not mandatory to wear a mask viral post is misleading.
241,Boom found that Sanskrit sentence has always been written on the Supreme Court logo.
242,Boom talked to the Hyderabad police and found out that all the people involved in the assault on the installation of the statue were of Hinduism.
243,Boom spoke to an officer of Rashtrapati Bhavan who described these claims as fake
244,"Viral post on the Internet claims that 97000 thousand students in India have been found positive in two weeks, so"
245,Boom found that the video clip has actually discussed the mental health being held on a book launch of Mahesh Bhatt's daughter Shaheen Bhatt.
246,Boom found that the video was shot in Prayagraj last year when Ganga-Jamuna was on Ufan
247,Boom found that the video is from Andhra Pradesh and the people seen in it are not related to the RSS.
248,Boom spoke to Queen Ruddhaje Gaikwad who has rejected these viral claims
249,"Boom found that in the video, Sushant Singh Rajput is seen dancing with choreographer Manpreet Toor"
250,"With the viral picture, it claims that Amit Shah went to Dwarkadhish temple after doing negative test for the corona virus"
251,Boom found that video US Congress member Tulsi Gabbard shared the importance of Bhagwat Gita on Janmashtami day
252,"After Road 2, now Internet users are busy boycotting the trailer of Pathan but there is a twist here."
253,Boom found that in the real picture Modi is bowing to the idol of Mahatma Gandhi.
254,Boom spoke to journalist Mubashir Mushtaq who took this picture described the viral picture as fake and edited
255,Boom spoke to journalist Mubashir Mushtaq who took this picture described the viral picture as fake and edited
256,"Issuing a statement, the hospital said that the former President is in a coma but the situation is stable and he is on ventilator"
257,Boom found that the girl seen in the viral video is a medical student Natalya who is second phase at Bardenco Military Hospital
258,Boom found that the girl seen in the viral video is a medical student Natalya who is second phase at Bardenco Military Hospital
259,Boom found that the video appears to pass the bus in the water filled due to rain in Jaipur on August 10.
260,Boom found that the viral clip was not currently shot in December 2019 when the Citizenship Amendment Act 2019
261,Boom found that people in Pakistan's Khyber Pakhtunkhwa province were uprooting trees planted by the government in protest because
262,Viral posts claim that the Prime Minister went to the temple to see God after being declared free to New Zealand.
263,Viral posts claim that the Prime Minister went to the temple to see God after being declared free to New Zealand.
264,Boom found that the picture actually shows the hospital complex of Virginia University
265,Boom spoke to the historian Rana Safavi and the journalist related to this news who told that it was a mistake at the desk which was 2018
266,Boom found that the account from which this picture has gone viral is not Johnson's but a fake handle is the idol of Ram in the real picture
267,Boom found that viral pictures have been taken during plantation by the Prime Minister and not at the time of Bhoomi Pujan
268,"Ayurveda practitioner Sharma has been convicted in many murders till 1994-2004, but he has no relation with Kovid-19."
269,Boom spoke to a priest from Hyderabad temple who confirmed that the video in January
270,Boom found that photos are of a case in 2018 when the family of a patient who came to get stones from the kidney on the doctor
271,Magazine TV 9 Bharatvarsha and One India wrongly reported that Gogoi Kovid-19 is positive
272,The picture shown in the viral post is of Boeing 787-8 Dreamliner not of Boeing 777-300er purchased by India
273,Boom contacted the Air Force and confirmed that India's air in France and he has to Rafael Jet
274,The picture is viral with these claims that the investigation of Sushant Singh Rajput case is correct due to the acquaintance of Thackeray and Riya Chakraborty
275,Boom found that this picture is actually made using the online billboard generator.
276,Boom contacted Delhi Police and discovered that the video is actually a mock drill and not a terrorist to be caught
277,"Boom talked to the owner of the company making this animation, he told that the video of a Jain temple in Andhra Pradesh"
278,"Boom discovered that in the real picture, Gehlot is seen celebrating the victory in the Rajasthan assembly election in the year 2018."
279,Boom found that the video is about a year old and posted from Prime Minister Narendra Modi's official Twitter handle.
280,Boom found that the viral picture was taken during Rajiv Gandhi's meeting with Russian Hare Krishna devotees in Delhi.
281,These news websites used the photo of his Hamnam SP leader in his report instead of the leader of the Muslim Kar sevak forum
282,Boom found that this six -year -old picture was taken in a seminary in Telangana and the youth seen in the picture of scriptures
283,Boom found that photos are viral with fake claims. The reality is that the photos are from Prayagraj
284,Boom spoke to a top officer of Sultanpur police who told that there is no communal angle in this incident.
285,Boom found that the crowd was preventing civic officials from installing institutional Quarentine to the Kovid-19 positive people.
286,"Boom spoke to Kafeel Khan's lawyer and jail superintendent, both dismissed the claims that they were left out"
287,Boom received a copy of the FIR that confirms that the three accused are not Muslims.
288,Boom searched all the news reports but no such news was found anywhere that confirms this alleged statement of Sibal.
289,Boom found that the picture has been shared by many Pakistani social media handles for the past several years as Punjab Pakistan.
290,Vice-Chancellor of Pondicherry University rejected the claim that one of his students has found treatment for Kovid-19
291,The Ministry of Home Affairs has not yet taken any decision regarding opening of schools and colleges.
292,Boom found that the pictures of 2017 and 2019 Bihar and Assam are floods.
293,Boom found that viral letter actually Subramanian Swamy demands a CBI inquiry from Prime Minister Narendra Modi in this case
294,Boom found that the real picture is at the time of Jyotiraditya Scindia joining BJP
295,Boom spoke to Dr. Rana Singh and discovered that he recorded this video at Mahavir Cancer Institute on 15 July
296,Boom found that the clip that is considered real is actually a clip of a film called 5 headed shark attacks.
297,Boom found that the video is from the city of South Africa Durban where many monkeys entered the hospital last year.
298,Boom found that the incident took place in 2017 and after the video went viral.
299,"At least 9 years old, this picture is viral with fake claim that the skeleton is from Bhim's son Ghatotkacha."
300,Boom found that one picture is from Bihar but was taken in 2018 and the other is from Hyderabad
301,Boom found that Bhagat Singh's sister Parakash Kaur died in Toronto in 2014
302,"Fake tweet claims that if the Samajwadi Party was in power, Ram temple would not have been constructed"
303,Boom found that this picture has been present on the Internet since 2012 and posted on many Russian websites.
304,Boom found that the incident is about 18 years old and belongs to a village in Gujarat.
305,Boom found that the video is fake and has been digitally edited
306,Boom found that this picture has been done by heavenly actor Pushpa Joshi who worked in a 2018 film Red
307,Boom found that viral posts are fake and both pictures are of criminal Vikas Dubey and not his face
308,"Boom found that the picture was published in an article in Times of India in 2017, the author told Boom that it was taken near Bhagalpur"
309,Boom found that all the pilots are not present on Twitter and news reports have been written on fake tweets in his name.
310,"Boom found that in the real picture, Dubey is with his close Jai Bajpayee and not with BJP spokesperson Sambit Patra"
311,Boom found that the same video was uploaded on YouTube on 23 April this year.
312,Boom spoke to Hema Malini who rejected these rumors
313,"Boom received similar training videos from which it seems that in this viral clip, commandos to bear the tier-gass"
314,Boom spoke to the Rajasthan Police and found that the dargah is still closed and the rally is still closed to make awareness about Kornavirus
315,Boom found that now it was a handle parody handle.
316,Pratap is roaming a viral message on social media with a little fake information about NM's inspirational life.
317,"Boom talked to Jyoti Paswan and found that he is healthy, allegedly the death of a hatred of Paswan living in the same district"
318,The army has said in a statement that where the Prime Minister went to meet the patients is a training hall which was made a treatment center.
319,Many news institutions published the report made by IANS and wrote that Sushant Singh Rajput's father Twitter
320,The Mumbai Police is currently investigating and so far 28 people have been recorded.
321,Boom compared the pictures of the scene and found that the child's hand and a rock present in the same frame present there
322,Boom contacted BJP leader Vikas Dubey seen in the viral picture and found that these claims are absolutely baseless.
323,Boom contacted BJP leader Vikas Dubey seen in the viral picture and found that these claims are absolutely baseless.
324,Boom found that Apache helicopter was actually flying due to routine drill at Havasu Lake in Arizona.
325,Boom found that the tweet has been made from the parody account of the Indian Express and Bhushan has not filed any such PIL.
326,"In a press conference held on June 23 last month, Ramdev had said that it is not only control."
327,Boom found that this picture is viral by telling Kolkata.
328,Boom found that these handles demand a ban on China-made goods mainly and Bollywood's Khan gang through tweets.
329,"Boom found that the picture is in 2014 when Narendra Modi bowed to a mayor of Karnataka, fake it to Xi Jinping"
330,Boom has made a list of options for 59 apps banned.
331,"Boom found that at a petrol pump of Poori, people vandalized on giving less oil than measurement."
332,Boom discovered that the video was recorded in the year 2013 at Osmania Hospital in Hyderabad
333,Boom found that the photos are from those handover ceremonies when South Korea fought in the Korean war of Chinese soldiers
334,Boom found that the picture has been on the Internet since 2017 and is a digital artwork
335,Boom found that the list is taken from Wikipedia which is a list of the names of Chinese Generals
336,Boom found that this picture of actress Ursula Andres was taken on the set of Dr. No. No. of James Bond series.
337,Boom found that the flag was neither saffron nor Indian tricolor leaders burnt the Nepali flag protesting against Nepal.
338,Boom has locked and discovered that the picture is from Leh and not from Ladakh
339,Boom found that the incident took place in October 2019 when a bus carrying 20 jawans was victims of accident.
340,Boom found that the performance is not related to the Indo-China issue and the leader of CPI M is better for the workers and the poor
341,Boom found that the picture is at least four years old and many Thai is available on Indonesian and Malaysian websites.
342,Colonel Santosh Babu was recently martyred in a clash in the Galwan Valley of Ladakh between India and China.
343,Boom found that this video has been present on the Internet since 2012 and the viral video has been clipped from the original video.
344,Where it was claimed in the post that the viral clip is from Nuziland Boom found that this is actually a video of Matera Italy.
345,Boom found that this picture and incident have no relation with India.
346,"Boom found that there were many discrepancies and mistakes in the tweets run by Aaj Tak, which makes them fake."
347,Boom investigated and found that the pictures are actually demonstrated against government policies by which Sitaram Yechury and Brinda
348,Boom found that the real video shows those killed in an accident in 2014 near the coast of Libya
349,"Boom found that this picture is from an elephant named Gauri, which is from Tarlabalu Jagadguru Math in Sirgere Karnataka"
350,"Boom found that in January 2020, in the recorded actual video, Chauhan is questioning the liquor sales policies of Kamal Nath government."
351,In the viral video Jhansi is seen working on a gym equipment automatically in a park in Uttar Pradesh
352,Boom found in the investigation that the viral video is not of Hyderabad city of India but from the city of Hyderabad in Pakistan.
353,"The viral post claims that the Supreme Court has ordered that from June 15, the name of the country will be changed from India to India."
354,The boom tested revealed that this video is from Vi Singh Chow Vietnam where a person played his daughter with grain
355,Zee News also described this viral graphic as fake and photoshopped when contacted by Boom
356,Boom found that the picture is available on the Internet since June 2018
